"id","profileName","text","date","title","rating","images","helpful","variant:tamaño"
"R38RXW13S0STSR","Sassylady2001","I bought this to use when I bought an automatic cat litter box in case the cats didn't transition to the auto box from the regular manual litter box.  I had a little trouble with one of my cats making the change, added this, and soon all cats made the transition to the  automatic cat litter box.  Whether it was this attractant that did the trick or not, Dr. Elsey's products are the best, the very best.  I wouldn't use any litter than Dr. Elsey's.  Period.  It clumps rock hard and that makes it easy to scoop either by hand or with the automatic litter box.","Revisado en los Estados Unidos el 22 de septiembre de 2024","Dr. Elsey's products are the best","4.0 de 5 estrellas","","0","1 Pack"
"R3UNFLG6FHHT97","Cynister","I have a 22 yr old cat that diced to stop usinfg littler box - common when they get to that age. My other 2 followed suit as well - UGH This added to litter boxes drew them all back to using the boxes again.  So far 6 months later still working - just add a little on top at litter change.","Revisado en los Estados Unidos el 30 de agosto de 2024","worked for my cats","5.0 de 5 estrellas","https://m.media-amazon.com/images/I/61n2BKLe8OL.jpg
https://m.media-amazon.com/images/I/71FogV08QcL.jpg
https://m.media-amazon.com/images/I/81DekPjv2HL.jpg","0","1 Pack"
"R25QB8NYR324XS","spiritofthewoman","Update: this one bag of attractant has lasted me just over a year for one cat with two litter boxes.Excellent value!I'm caring for a very elderly Siamese mix who has sensory processing issues around the litter box.  The Cat Attract products have been essential in helping him keep using his litter boxes.  He went from improvising locations around the house, to sticking to the box.  He still has occasions he will get freaked out and revert to going in front of or next to the box, but that's happened if I've made too big of a change to it for his comfort.  I've been able to transition him to a new type of litter three times by sprinkling a heaping tablespoon or two of this attractant over the top to be mixed in.What prompted me to remember to write a review after eight months of success with this product is  that I forgot to sprinkle this on top of a new scent of tofu litter yesterday, and he went in front of his box again for the first time in months.  He's a good cat I'm happy to support through his golden years, and the cat attract  has been transformative and very reasonably priced.  I've tried the Feliway pheremone spray, and some repellent spray which idk how effective they are, while this item I KNOW how effective  it is.","Revisado en Canadá el 15 de agosto de 2024","Helps my senior cat so much","5.0 de 5 estrellas","","0","1 Pack"
"R1HNJFQF5HQBQ2","Amazon Customer","Much better than the other brands.","Revisado en los Estados Unidos el 7 de agosto de 2024","Not totally Dust free","5.0 de 5 estrellas","","0","1 Pack"
"R1B3H7I2A5LTN7","Ashley P","Used when I put a new litter box inside of litter box furniture and was scared the cat would reject the whole setup. Used this and it worked like a charm, she used the litter box immediately and i never Had an issue thereafter.","Revisado en los Estados Unidos el 4 de agosto de 2024","EXCELLENT","5.0 de 5 estrellas","","0","1 Pack"
"RGN20FJBEO6ZW","H. Flanigan","What can I say… It’s working! What else matters? I will add that it’s important to Confirm your kitties, medical health and be meticulous with scooping litter and refreshing it. No product is a miracle worker on its own. You have to do the proper maintenance on the litter as well.","Revisado en los Estados Unidos el 24 de junio de 2024","It’s working!","5.0 de 5 estrellas","","0","1 Pack"
"R25OR9KEMDZ0LK","Tera Lynn","I bought my cat a second litter box and spent almost $40 on it, it got two openings to go in & out of, the litter tray slides out to make cleaning easier & it came with a scooper that hangs on the side. I upgraded her potty experience! I even got a new litter that is clumpable but made of corn husks & is better for her. That little stinker REFUSED to step foot in that litter box, I tried & tried. It sat there for months until I found this stuff and ordered it. And bam, like magic she started using that litter box & actually prefers it her other box! I was shocked at how well this stuff actually works! If you have a fussy cat that doesn't want potty in their litter box, use this! You'll be amazed!!!","Revisado en los Estados Unidos el 23 de junio de 2024","This stuff really works!!!!","5.0 de 5 estrellas","","0","1 Pack"
"RCUZZX9YPQNTH","Christine Silveira","I tried several times. Don’t work","Revisado en los Estados Unidos el 22 de junio de 2024","Don’t work","1.0 de 5 estrellas","","0","1 Pack"
"R1DSJMZOEVM5XN","Julie Kohman","I was switching my cats over to the litter condo and one of them was just not having it. I did some research, and it said this product could possibly help. It really did help. If they start getting complacent about the condo, I just add some more of this product to their litter and no problems.","Revisado en los Estados Unidos el 11 de junio de 2024","Really works","5.0 de 5 estrellas","","0","1 Pack"
"RUE0UWC21XWZY","audrey","This is mostly catnip, so buy the cheaper catnip. It also made no difference for our cats, but it obviously works for others. I found it to be expensive for what it is.","Revisado en los Estados Unidos el 20 de mayo de 2024","Just buy catnip, pricey.","3.0 de 5 estrellas","","0","1 Pack"
"RS293C0ZVZ34M","jazmin may","If your cat is having trouble keeping to the litter box use this.","Revisado en los Estados Unidos el 17 de mayo de 2024","Love it","4.0 de 5 estrellas","","0","1 Pack"
"R2OLSE3EK3MTH2","Alexa Williams","This stuff made a huge difference in training my cats on their new litter box. I introduced all three of them to it and they were not interested, but once I added this stuff, they started using it","Revisado en los Estados Unidos el 23 de abril de 2024","Works Perfectly!","5.0 de 5 estrellas","","0","1 Pack"
"R1GAMX87JCTEQN","Dara","My cat’s using her litter box again, it took a couple days but it worked!","Revisado en los Estados Unidos el 1 de abril de 2024","So far so good","4.0 de 5 estrellas","","0","1 Pack"
"R13OYXSVHV7HZS","bailey","It works but it didn’t really make a difference that I noticed, was using to try to get my cat to stop peeing on my bed","Revisado en los Estados Unidos el 27 de marzo de 2024","Works","3.0 de 5 estrellas","","0","1 Pack"
"R1ME6QZQPZUB05","Christopher Dollard","Works just as described. My cat was peeing outside of his litter box, so I added this to his litter and boom, he is no longer going outside the box. Perfect way to get your cat back into the habit of using a litter box if there's a problem, or for training kittens. My vet recommended it and I'm happy that it works so well. Saved me from having pee on my floors and from cleaning it, and my cat is much happier.","Revisado en los Estados Unidos el 26 de marzo de 2024","My cat was peeing outside the litter box. Now he's using the box again.","5.0 de 5 estrellas","","0","1 Pack"
"RJJIORMDZMC8R","Sunni79","I am now owned by a stray (now an inside/outside cat) that begs to go outside to go potty. He will hold it for hours, I have multiple litter boxes, but he prefers the great outdoors. He has used the litter box inside and has never had an accident in the house, I just don’t like the idea of him being uncomfortable. I sprinkled a little bit of this in one of the litter boxes and he watched me, sniffed the box and immediately went potty. I don’t know what natural herbs are used in this, but they are magical. I use a natural, low dust, unscented clumping corn litter. This is a yes for me, great product!","Revisado en los Estados Unidos el 25 de marzo de 2024","This stuff WORKS!","5.0 de 5 estrellas","","0","1 Pack"
"R29S0JADZPJQ5E","Bruce L.","It did not make any difference with our rescue that will not use the litter box. Good concept, and probably worth trying. It's likely on a case by case basis.","Revisado en los Estados Unidos el 18 de marzo de 2024","No difference.","1.0 de 5 estrellas","","0","1 Pack"
"R19ZABSX6WQEZC","Donna","It really worked! Attached cat to litter box and not the wall. Has used it since day one I spiked some in the box.","Revisado en los Estados Unidos el 16 de marzo de 2024","It worked","5.0 de 5 estrellas","","0","1 Pack"
"R3BA75C4NUOBUJ","K.S.C.","I bought a bag to donate to a shelter that had this on their wish list. I'm assuming it's good if the people who take care if animals for a living want it.","Revisado en los Estados Unidos el 9 de marzo de 2024","Shelter wanted this for cats","5.0 de 5 estrellas","","0","1 Pack"
"R3PCYO4XXU07YB","Haya","مرره صغير ما يكفي حتى قط واحد !! وفوق هذا بسعر مره غالي وجع","Revisado en Arabia Saudita el 6 de marzo de 2024","كبر عيني صغير مره","1.0 de 5 estrellas","","0","1 Pack"
"R21S4TC3X2S575","L. Davis","I always recommend this to people who have problems getting their cats to use a box. By eliminating other factors (stress,etc) and trying this, so far this works!","Revisado en los Estados Unidos el 3 de marzo de 2024","It works!","5.0 de 5 estrellas","","0","1 Pack"
"R3IV9SL5UKCLBN","KATHIE KRUSE","Same as before","Revisado en los Estados Unidos el 2 de marzo de 2024","Great litter sweet as I said last time","5.0 de 5 estrellas","","0","1 Pack"
"R1TD395MVPGIZV","Shotgun","This product did nothing to attract any of my cats to a litter box.
This product did not work for me at all.","Revisado en los Estados Unidos el 18 de febrero de 2024","DISAPPOINTED IN THIS PRODUCT","1.0 de 5 estrellas","","0","1 Pack"
"R2TSB6F6WDOPAS","Vicki Esaklul","I got a  three year old rescue cat.  He initially used the litter box for a couple of days, then decided to pee in the litter box but poop on the upstairs carpet, then began to do ALL his business on the upstairs carpet.  I cleaned and cleaned the carpet and sprayed the carpet with cat repellent to no avail.  I was at my wits end!Finally, I found this stuff on a desperate internet search, and as soon as I sprinkled it into the litter my cat went back to using the litter box.  This stuff is magical!!!!  Highly recommend!","Revisado en los Estados Unidos el 13 de febrero de 2024","Miracle!!!","5.0 de 5 estrellas","","0","1 Pack"
"R3R552W3GDFNGG","witchkitty","I read the reviews prior to purchasing, so I did know that it doesn't work for all cats, but I was willing to give it a try anyways. Nope, didn't work for my cat either. In fact, I even sprinkled some on the floor & he didn't even give it a sniff. Back to the drawing board.....","Revisado en los Estados Unidos el 12 de febrero de 2024","Didn't work at all","1.0 de 5 estrellas","","0","1 Pack"
"R1BD0NDZ6BN7LB","Cassie H.","It's a bag of finely ground catnip. I already had that laying around I could have used instead of buying it labeled ""attractant""","Revisado en los Estados Unidos el 9 de febrero de 2024","It's Catnip","3.0 de 5 estrellas","","0","1 Pack"
"RVZSIUO1AJRZ7","JEFFREY K POHLMAN","I have been having a lot of problems with my cats peeing outside of the litter box and marking. I thought I had tried everything and I was at the end of my rope. Then I happened upon this. It’s been a few weeks no accidents to date. It has made my life so much easier and obviously the cats are enjoying it.  If I could give this 10 stars I would.","Revisado en los Estados Unidos el 9 de febrero de 2024","It’s a miracle","5.0 de 5 estrellas","","0","1 Pack"
"RELXJ14TDPKJJ","Shanna Wasiloff","I have an older cat with kidney disease who has been pooping outside of the litter box once or twice a day. She still uses the litter box, just not all of the time. I have used sprays to keep her from using the same spot repeatedly and cleaning the litter box even more so. Nothing has worked...until now! There have been no accidents since I sprinkled this stuff into the litter box at the beginning of this week. I'm still using sprays and whatnot to rid those accident spots of the odor that could still attract her to them, but so far so good! Sadly I know it will get to a point where she can no longer control her bathroom urges due to the nature of her disease. However this product has been an absolute miracle, so I highly recommend it!","Revisado en los Estados Unidos el 2 de febrero de 2024","Sick Kitty No Longer Pooping Outside Of Litter Box!","5.0 de 5 estrellas","","0","1 Pack"
"R18NF47VIUKA5O","Deborah A. Brown","Did not work for my cat.","Revisado en los Estados Unidos el 30 de enero de 2024","Did not work for my cat.","1.0 de 5 estrellas","","0","1 Pack"
"R2RXP7G06G2VHQ","Kailey Jackson","We have one difficult cat. I have tried everything. He is not spraying, but he pees in the same spot next to the litter box so I hoped this would entice him to enter. It did not. I ended up solving the issue after trying every feline spray, litter attract, food in the pee..... with PELLET LITTER that has a pee pad under it. I will say it did not deter the other 2 cats from entering the litter though so Ill take that. Doesn't go to waste that way","Revisado en los Estados Unidos el 27 de enero de 2024","Didn't work, but also did not interfere.","3.0 de 5 estrellas","","0","1 Pack"
"R3G6SXASHJKZIC","Amazon Customer","My old senior cat started peeing all over the house. After taking her to the vet, trying all kinds of different litter boxes, and different litter and even buying a tile steamer, I heard of this and bought it. I put it in last night and sure enough my cat was using it this morning. So happy we tried this. I hate to say it but I was considering putting her down thinking it was old age and would not improve. This attractant saved her life. Please give it a try!!","Revisado en los Estados Unidos el 23 de enero de 2024","Worked great!","5.0 de 5 estrellas","https://m.media-amazon.com/images/I/61UL7MtdjfL.jpg","0","1 Pack"
"R14DQH25AUUJE","SD","I was so happy that this stuff actually worked.  Within seconds of opening it my cat, who had been peeing on everything because he has an attitude with the other male cats in the house, literally jumped in the litter box and peed! He's been using the box ever since. Hallelujah!","Revisado en los Estados Unidos el 22 de enero de 2024","It works!!","5.0 de 5 estrellas","","0","1 Pack"
"R2IDSCD36GL2SS","Jennifer Laird","This product did not attract my cat to the litter box. Don't waste your money.","Revisado en los Estados Unidos el 22 de enero de 2024","Did not work.","1.0 de 5 estrellas","","0","1 Pack"
"R9WND7AN9W60E","ladonna","My new kitten wasn't using the box, this did the trick","Revisado en los Estados Unidos el 21 de enero de 2024","Kitten","5.0 de 5 estrellas","","0","1 Pack"
"R3W4WE7AJTSIB0","Shirley","This product is fabulous and a must for me","Revisado en los Estados Unidos el 20 de enero de 2024","Dr Elseys ultra attract","5.0 de 5 estrellas","","0","1 Pack"
"R2E8KGK4E3Z4S7","Carolyn","I didn't like this it has a odd smell to it and it carries bugs . Don't waste your money","Revisado en los Estados Unidos el 20 de enero de 2024","Didn't like","5.0 de 5 estrellas","","0","1 Pack"
"R39IAL3HZ5TK2D","Emma","Firstly we were grateful this was shipped in an Amazon bag as the product bag itself split open in transit, so we essentially received an Amazon bag full of ripped plastic and ""herby dust"", an expensive mess but mostly usable.Secondly, although our kittens encouragingly sniffed at it, the 6 month old rescue kitten who is not managing to figure out litter box training by himself, Dr Elsey's kitten attract did get him into the litter box in the first place after some weeks of complete refusal to go anywhere near litter of any type, but only for some wees (about 60% success rate) & never for poops.So we had high hopes this product might help but it has made no difference whatsoever.It may be worth a try for you but unfortunately it's not helped us.","Revisado en el Reino Unido el 19 de enero de 2024","Hasn't helped us unfortunately.","2.0 de 5 estrellas","","0","1 Pack"
"R3H1AAH1OGJJTY","Laney Degrasse","Don’t waste your money. You can buy catnip for so much cheaper. Just a huge bag of catnip","Revisado en los Estados Unidos el 19 de enero de 2024","Literally just a big bag of catnip","2.0 de 5 estrellas","","0","1 Pack"
"RIB3TE3YLFJ9N","catlady","A good training tool for getting them to use the cat box appropriately","Revisado en los Estados Unidos el 15 de enero de 2024","Great with problem kittens","5.0 de 5 estrellas","","0","1 Pack"
"R1721LXLWXJHK1","quest","I switched to this litter because our usual one was not working right & stinking.. well although this is a better version & initially neutralizes all urine odors, it doesn’t last very long. After 2&1/2 weeks it also starts to stink & needs to be changed completely. We are lucky to get 3weeks use out of it. Disappointed.","Revisado en los Estados Unidos el 4 de enero de 2024","Ehh yes & no","4.0 de 5 estrellas","","0","1 Pack"
"R2Z3SYWLQOZFQ3","Amy","My cats showed absolutely no interest in this product.","Revisado en los Estados Unidos el 1 de enero de 2024","Wasted money","1.0 de 5 estrellas","","0","1 Pack"
"R2A7XTI8DS5KBM","GG","Please...begging you all to purchase this product immediately if you're suffering from cat potty issues outside the box! It is like catnip and has fixed my cat's potty issues! I tried everything else before finding this life-saving item! Go get it now!","Revisado en los Estados Unidos el 1 de enero de 2024","THIS IS HOW YOU'LL STOP CAT URINATION OUTSIDE THE LITTER BOX!","5.0 de 5 estrellas","","0","1 Pack"
"R1ZLM31MPX4TK4","Rose","This product is good if you have a litter of kittens it helps them to go to the bathroom in their litter box it’s basically catnip it works really well to encourage them to go","Revisado en los Estados Unidos el 31 de diciembre de 2023","Kitten training","4.0 de 5 estrellas","","0","1 Pack"
"R2N50Z5BMEV3YG","kary","I run a rescue and I bought this for a cat that was notorious for going outside of the litterbox(why his owners gave him up) i was skeptical but it worked within the first 2 days of using it","Revisado en los Estados Unidos el 26 de diciembre de 2023","Actually works","5.0 de 5 estrellas","","0","1 Pack"
"RTVSBM9UMTT6C","flybaby","Malheureusement pour nous, notre chatte ignore toujours (sa)(la) litiere et ce qui parait etre de l'herbe a chat bien cher paye...","Revisado en Francia el 24 de diciembre de 2023","ca ne marche pas avec notre chatte","2.0 de 5 estrellas","","0","1 Pack"
"R14XLYG9OCFWRY","N","Waste of money, it doesn't attract cats to the litter box. I have 5 cats, 5 litter boxes. I followed the directions, and added this to only one litter box to try it out. None of my cats used that litter box AT ALL, and it was previously the most used litter box.","Revisado en los Estados Unidos el 23 de diciembre de 2023","Waste of money","1.0 de 5 estrellas","","0","1 Pack"
"R1OS1FNR83D4UL","Tanya","This product helped get my rescue kitten litter box trained. So glad I found it - it's worth every cent.","Revisado en los Estados Unidos el 16 de diciembre de 2023","Amazing","5.0 de 5 estrellas","","0","1 Pack"
"R3TPK6HAL6WFHF","Wendy G","This busted open in the bubble mailer. Huge mess in my house and lost product. Seems to be working for my stubborn kitten though.","Revisado en los Estados Unidos el 12 de diciembre de 2023","Good but damaged upon arrival","2.0 de 5 estrellas","https://m.media-amazon.com/images/I/61DCuLc723L.jpg
https://m.media-amazon.com/images/I/71uUvJzosrL.jpg","0","1 Pack"
"RVCZPAS92IJ6U","grace","Stray did use box after this","Revisado en los Estados Unidos el 11 de diciembre de 2023","Good","5.0 de 5 estrellas","","0","1 Pack"
"RPZNFEYBTY6O2","Suzanne Heileman","I guess I was hoping for a better solution.","Revisado en los Estados Unidos el 6 de diciembre de 2023","Hasn’t attracted Kitty to box.","3.0 de 5 estrellas","","0","1 Pack"
"R2BMKUZP3SCADX","Amazon Customer","I got this originally for my cats who were too afraid to use my litter robot. My cats were interested in this product, but this really just seems like a big bag of catnip. Had I known, I probably just would have sprinkled some catnip into the litter that I already had at home.","Revisado en los Estados Unidos el 1 de diciembre de 2023","Just Ok","3.0 de 5 estrellas","","0","1 Pack"
"R2TTV7H0TCG4X6","Heather Spicer","Did not work! Waste of my money","Revisado en los Estados Unidos el 1 de diciembre de 2023","Waste of money","1.0 de 5 estrellas","","0","1 Pack"
"R3J4L317S6U05J","Sabrina","This product works amazing!!! I don’t like to mix a whole bunch in the litter but sometimes the sound of the bag draws curiosity to the cat. I then head towards the litter box and use a tiny sprinkle of it in front of the cat so he can really smell it and in he goes and does his business. This also worked well for us when we got a new automatic litter box and he was transitioning from a regular box to the new one. It also smells great similar to fresh grass","Revisado en los Estados Unidos el 28 de noviembre de 2023","Amazing!","5.0 de 5 estrellas","","0","1 Pack"
"R5L5NYSUHAY38","Kindle Customer","Smells good, but the cat was not attracted to the litter box. Looks like catnip, but our cat didn't notice it. After 1 month, I've given up. She prefers the pee pads I guess.","Revisado en los Estados Unidos el 27 de noviembre de 2023","Sadly, didn't work","2.0 de 5 estrellas","","0","1 Pack"
"R5GFDS0C0IYOK","Kay","My cats like this litter and it clumps REALLY WELL!  I use it in my Litter Robot and it works well.  I also like that it has very little dust - I didn't know before that it isn't good for cats to inhale litter dust so I switched to this brand.","Revisado en los Estados Unidos el 21 de noviembre de 2023","My cats like it!","4.0 de 5 estrellas","","0","1 Pack"
"R2223ABAX701YY","jason nordin","Did not attract...","Revisado en los Estados Unidos el 13 de noviembre de 2023","Nope","1.0 de 5 estrellas","","0","1 Pack"
"RV64TXXVGVY0U","Stephanie mills","Purchased in June, didn't work for my cat. I was told I would get a refund since it's guaranteed. It's mid November and I still don't have my refund.","Revisado en los Estados Unidos el 13 de noviembre de 2023","Not refunded as promised","1.0 de 5 estrellas","","0","1 Pack"
"R34B5GX4K1JKUA","Debs","Not sure if this works, i tried on my elderly cat + a friend on their young cat with only success for each of us once. Probably wouldnt buy again","Revisado en el Reino Unido el 6 de noviembre de 2023","Attractant?","4.0 de 5 estrellas","","0","1 Pack"
"R26H8ZYH722P64","Busybee","I have been using this product for 3 weeks so far. I have an older cat who was soiling outside of the litter box. This product is a nice blend of various spices and other ingredients.  The scent is not unpleasant and you don't smell all over the house. He took an immediate interest in it. He is now almost 100% back to using the litter box. I also have 2 rescue young cats that were not litter trained very well. Using this product has so far cut their accidents in half. I'm going to increase the amount I use to see if that encourages them even more to use the litter boxes.","Revisado en los Estados Unidos el 5 de noviembre de 2023","Litter box attraction","4.0 de 5 estrellas","","0","1 Pack"
"R1YO8MIQQEVHSS","Kindle Customer","We have an older cat who had begun not quite using the box. A friend recommended this after they had a stressed male cat marking the house indiscriminately and this worked for them. Well, it works for us too. Our dear old mess maker has begun to use her box again instead of defecating beside the box or four feet away from the box.  If I see that she has used her box, I sieve it, then sprinkle a fresh dazzle of this stuff over the litter and it works again. SO HAPPY! I can't recommend this enough.","Revisado en los Estados Unidos el 4 de noviembre de 2023","It works","5.0 de 5 estrellas","","0","1 Pack"
"R1E78BT4MYE4QS","This is AMAZING!🤩. My 7 year old cat started urinating outside the litter box. It was so frustrating. I took him to vet and ran every test available and it proved it was behavioral. I tried everything over a two month period, extra litter boxes, new litter, bigger boxes, lower boxes, you name it. I bought this attractant and paired it with Dr. Elsey litter and problem solved. I’m so happy!!!! This is so great!!!!!","This is amazing.  The only thing that got my senior cat back in the litter box.","Revisado en los Estados Unidos el 3 de noviembre de 2023","The only thing that worked for my cat!","5.0 de 5 estrellas","","0","1 Pack"
"R2H79QXOILVY3Q","Josie Harry","My stubborn old cat stopped using the litterbox properly when I got a dog. I was at my wits end and even tried covering my couch in cat deterrent spikes but nothing worked. This product along with a new litter box got him to stop peeing on my clothes and couch after months of nothing working as a deterrent!!! Totally worth it. I'll continue buying this for him even if he stops acting out!","Revisado en los Estados Unidos el 26 de octubre de 2023","Worked perfect for my ornery senior cat after months of ruining my clothes and furniture","5.0 de 5 estrellas","","0","1 Pack"
"R14HH6Q4ZLTVUN","Danny L Lane","We received our order this afternoon but have not used it yet. I was very disappointed that the side seam on the package was split open. Quite a mess in the mailer. We salvaged as much product as possible.Not quite sure how this happened. There were no holes in the mailing pouch.We are hopeful that the product will help with our little guys behavior!","Revisado en los Estados Unidos el 24 de octubre de 2023","Damaged packaging","1.0 de 5 estrellas","","0","1 Pack"
"R3TB2H0NPIZZAY","Victoria H","Tried this after exhausting litter options, litter box styles, and box locations in the house - the cats are still going outside the box and the attractant does nothing.","Revisado en Canadá el 23 de octubre de 2023","Didn't work","1.0 de 5 estrellas","","0","1 Pack"
