"id","profileName","text","date","title","rating","images","helpful","variant:tamaño"
"R30Q14R0P4XICR","Jazmín","De recién que compre esta marca funciono muy bien aglutinando la orina y no con tanto polvo.
No se si cambiaron algo en la formula pero en los últimos 6 meses aproximadamente las pipis se deshacen al momento de retirarlas y la arena suelta mucho polvo, aparte de que no ayuda a controlar el olor en lo más mínimo.","Revisado en México el 21 de abril de 2025","Bajo la calidad","3.0 de 5 estrellas","","0","12.5 KG"
"R29PO36X0Q7ZT9","Gloria Bello Larumbe","Esta arena no me dio el resultado esperado hace los turrones de arena muy grandes y se demorona cuando los estas recogiendo.. Si solo hiciera grandes los turrones de arena grande fuera aceptable pero que no se desbarataran porque eso hace que ahí quede la arena sucia y se huele feo a lo que huele los areneros sucios.. Así que no lo volveré a comprar","Revisado en México el 6 de junio de 2024","No me gustó","4.0 de 5 estrellas","","0","12.5 KG"
"R1J12POM22JEG0","Miguel Yépez","Al principio compré esta arena por que era de muy buena calidad, no levantaba polvo y aglutinaba muy bien, pero en mi último pedido me lleve la sorpresa de que ya era una arena de menor calidad barata, y me costó aun más que en mi pedido anterior, pienso regresar dos de los 3 paquetes que compre por que uno ya lo use y mis gatos ya hicieron sus necesidades, pero los otros dos los pienso regresar ya que no es la misma calidad,¿qué clase de estafa es esto? Que acaso cada vez que realice un pedido me van a mandar arena de peor calidad? Y cobrarla más cara?","Revisado en México el 19 de julio de 2025","Buen aglutinamiento sin polvo","2.0 de 5 estrellas","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","0","12.5 KG"
"R27KAMXWRXRTSA","Ivbdm","Francamente no es buen producto","Revisado en México el 11 de julio de 2025","No muy bueno","3.0 de 5 estrellas","","0","12.5 KG"
"R39CISD4PGF2OF","Rossy","Esta arena no es aglutinante, la orina queda hasta abajo lodosa, pero lo rescatable es que si neutraliza aromas, solo por esto la seguiría comprando, pero como subió el precio, dejaré de comprar","Revisado en México el 18 de diciembre de 2024","Funcional","4.0 de 5 estrellas","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","0","12.5 KG"
"R3RK98HBTIGAA7","ayalax","aglutina super bien los orines sin deshacerse cuando lo recoges a comparacion de otras marcas. en cuestion de olores se controla super bien al usar desodorizante para arenero sin reacciones adversas.","Revisado en México el 13 de julio de 2025","hace su trabajo principal","5.0 de 5 estrellas","","0","12.5 KG"
"R375VYIHMFEMM4","José Roberto Alvarez Castillo","No me gustó por las sig razones: no aglutina bien y tampoco controla los olores si bien, trae una buena cantidad pero no cumple con lo ideal que debe tener una arena de gatos.","Revisado en México el 26 de octubre de 2025","No me gustó","2.0 de 5 estrellas","","0","12.5 KG"
"R34FZW7KHUUHLN","Marisol","Buena arena","Revisado en México el 4 de marzo de 2025","Bien","4.0 de 5 estrellas","","0","12.5 KG"
"R3BRHMCQABHBC1","Jesus Joaquín garza guillen","Excelente arena, no note polvo, controla muy bien los olores y aglutina excelente lo cual la hace muy facil de limpiar, muy recomendable","Revisado en México el 24 de julio de 2025","Excelente arena 👍👍","5.0 de 5 estrellas","","0","12.5 KG"
"RPC3K5IWMJNIF","Sam","Muy buena arena en relación calidad-precio a mis michis les sienta bien esta arena ya que aglutina perfectamente y tapa los olores si el gato entierra bien su popó, me encanta que sea de 12 Kg ya que así no tengo que estar compre y compre bolsitas de arena de 1 o 2 kg en el Súper cada 3 días, que a la larga es más gasto, así solo compro la caja una vez al mes y me ahorro esas engorrosas idas al Súper solo por una bolsita de arena. En el fondo de la caja trae un sobresito de Catnip de regalo para fomentar el juego de tus queridos mininos :)","Revisado en México el 8 de noviembre de 2023","Excelente compra","5.0 de 5 estrellas","","0","12.5 KG"
"R3T6KJWBXFNLVY","Alejandra","Hemos probado una infinidad de arenas, sin embargo esta en particular vi buenos comentarios y decidimos comprarla, quizás el problema es nuestro gato que le gusta rascar. Pero el punto ws que no aglutina la arena por lo que se ensucia muy rápido y se va a la basura. En cuanto al olor creo que es promedio, huele lo normal .","Revisado en México el 7 de enero de 2025","No aglutina","3.0 de 5 estrellas","","0","12.5 KG"
"R1EYR6GVPAR69I","Christian meneces aguilar","Por el precio que maneja esta bien (aunque cuando sube por demanda deja de valer la pena) dice aglutinante pero la realidad es otra cuando se limpia muchos de los trozos mojados de orina vuelven a caer, osea su capacidad de absorción es baja, no quiere decir que no aglutina en su totalidad, pero es bastante bajo","Revisado en México el 10 de enero de 2025","Funcional pero no aglutina bien","3.0 de 5 estrellas","","0","12.5 KG"
"R2MZB4D9VW038N","Myriam Irais Morales Figueroa","Nos gusta y la usaríamos de nuevo, solo que si tu gatito acaba de hacer pipí no se aglutina en pocas horas, hay que esperar al día siguiente para que se haga bien la piedra y puedas sacarla. Pero me gusta.","Revisado en México el 10 de septiembre de 2024","Recomendada","4.0 de 5 estrellas","","0","12.5 KG"
"RW90J2G2USVPQ","Lourdes","El modelo me gusta mucho, tengo que es el mismo modelo pero diferente marca, no embona muy bien la tapa blanca y el color que pedí no me llegó, que no es muy importante para su función, quiero hacer énfasis que ahora no me llegó directo a mi domicilio la paquetería PAQUETERÍA DE ENTREGA DEFICIENTE EN SERVICIO, TUVE SALIR A BUSCAR AL REPARIRDOR.","Revisado en México el 24 de noviembre de 2024","Material poco resistente Paquetería deficiente.","3.0 de 5 estrellas","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif
https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","0","12.5 KG"
"R1E7QU613I7HEQ","Roberto","Llevo usandolo mas de 6 meses es la 4 vez que compro, y es super recomendable, 12/15 kg duran hasta 40/45 dias si tienes 1 gato","Revisado en México el 4 de julio de 2025","Altamente recomendable","5.0 de 5 estrellas","","0","12.5 KG"
"R2YEJO6QQ3XLPU","Fernando reyes","La arena es fácil de limpiar, no suelta polvo, aglutina de manera correcta, es la 2a vez que lo compro.

Pero esta vez, la caja venía totalmente cerrada, pero la bolsa en la que viene la arena tenía el cincho rotó y con 10kg en lugar de los 12.5kg qué señala la caja.","Revisado en México el 12 de septiembre de 2025","Producto Faltante","2.0 de 5 estrellas","https://m.media-amazon.com/images/I/61lmvX8Xi+L.jpg
https://m.media-amazon.com/images/I/71Ti8qyB0pL.jpg
https://m.media-amazon.com/images/I/71WjS3tBhJL.jpg","0","12.5 KG"
"RZMHFKOLT1SK8","Carmen moreno","La arena
Tiene muchísimo polvo la verdad no me gusta","Revisado en México el 3 de noviembre de 2025","Pésimo arena","2.0 de 5 estrellas","","0","12.5 KG"
"RC6I7GB49NW01","Kattya O.","La compré por primera vez en oferta y me llevé una muy buena sorpresa. Yo utilizaba la arena de la marca de Chedraui y esta es similar pero bastante mejor que ella, el único problema es que en los últimos dos meses ya le duplicaron el precio original por el que la compré la primera vez.","Revisado en México el 26 de febrero de 2024","Buenísima pero subió de precio","4.0 de 5 estrellas","","0","12.5 KG"
"R20JECKAXR39D1","Alejandra Lozano","Arena fina, casi no suelta polvo, se aglutina muy bien, no acumula olores. Procuro limpiar tan pronto como me es posible, sin embargo a veces salimos fuera y pasa un par de días, limpiamos su arenero y la arena queda como nueva.
A veces si llega a desmoronar, pero es muy raro y no es imposible de sacar los grumos con la palita.
Muchos comentarios dicen que se pega al fondo, sólo una vez nos pasó y fue porque faltaba arena, le añadimos un poco más y no nos ha vuelto a pasar, así que es bien importante que siempre haya una capa de al menos cinco centímetros, tal y como lo recomiendan en la descripción del producto.
En dos fías se cumple un mes, aún tenemos arena sin usar (un cuarto aproximadamente). Por lo que nos rinde mejor que otras marcas.","Revisado en México el 8 de julio de 2023","No guarda olores","5.0 de 5 estrellas","","0","12.5 KG"
"R34CNYSIB7N64A","Raymundo C.","Me encanto, quita los olores muy bien y muy fácil de limpiar los areneros","Revisado en México el 19 de diciembre de 2024","excelente calidad","4.0 de 5 estrellas","","0","12.5 KG"
"R21URZKWSOONX2","Gisell Mohedano","Es muy accesible, pero en mi experiencia probando diferentes arenas no aglutina bien, genera mucho polvo y los olores de la orina se mezclan con los de la arena y generan un olor desagradable, al menos a mi me daba mucho asco :(","Revisado en México el 16 de septiembre de 2025","Economica pero","2.0 de 5 estrellas","","0","12.5 KG"
"R1MMWC5MC9NW3P","Claudia Alejandra Alpuche","La caja de embalaje es suave, por lo que llega un poco dañada. El producto viene dentro de una bolsa sujeta con un ""cincho"", no muy seguro. La arena no es tan seca como esperaba, suelta un poco de polvo.","Revisado en México el 21 de febrero de 2025","La arena no es tan seca, suelta un poco de polvo.","3.0 de 5 estrellas","","0","12.5 KG"
"R27NTQCTD4TGE0","Edwin Cruz","Comencé a comprar esta arena para gato en 2023, cuando su precio era de 143 pesos sin descuento. De todos los productos que pedía de manera quincenal para mi hogar, este ha sido el que más ha subido de precio. El costo era mi principal motivación para adquirirlo, pero con el aumento significativo, he optado por reemplazarlo por otras marcas que ofrecen mejor aglutinación a un costo más razonable.","Revisado en México el 11 de agosto de 2024","Costo elevado","3.0 de 5 estrellas","","0","12.5 KG"
"R3439D823TMDI4","FRANCISCO JAVIER JUAREZ SANCHEZ","Buen producto, cumple su cometido y mi gato se está habituando a su uso","Revisado en México el 26 de noviembre de 2024","Bien producto","4.0 de 5 estrellas","","0","12.5 KG"
"R3LUKE5BTBLL1S","Byron Argenis","Lo bueno de esta arena es que cumple su función anti olores, aparte está muy barata
Lo malo es que no aglutina bien, siempre que quería limpiar el arenero se rompían los terrones y se esparcian
Ojalá mejoren la fórmula porque está marca me parece de las mejores en calidad/ precio","Revisado en México el 14 de noviembre de 2024","Aglutinado","3.0 de 5 estrellas","","0","12.5 KG"
"R2OLD7LCMXQIQW","Alexa","Muy buena arena, a mi gato le gustó mucho, aglutinan bien y no huele nada de nada si la cambias al día.","Revisado en México el 3 de octubre de 2024","La mejor","4.0 de 5 estrellas","","0","12.5 KG"
"R2H8PWAE7YHWQF","Karla","Por el precio no está mal, funciona, esconde un poco los olores pero no aglutina nada.","Revisado en México el 16 de mayo de 2025","Por el precio, no está mal","3.0 de 5 estrellas","","0","12.5 KG"
"R1PZYKCUWDQ8XP","Pamela","Negativos: aglutina poco la orina y eso hace que rinda un poco menos
No tare ningún olor, aunque eso para mi no es malo.
Positivo: definitivamente ayuda a mantener los olores y a mis gatos les gustó mucho.
Es la primera vez que compro arena para gatos y es que recién adopte al segundo así que los desechos de 2 ya ameritaban más cuidados","Revisado en México el 8 de agosto de 2023","Buen producto para ser la primera marca que pruebo","4.0 de 5 estrellas","","0","12.5 KG"
"R2JEYXUD1FJ9AY","Juan Verdín","buen producto","Revisado en México el 5 de agosto de 2025","buen precio","5.0 de 5 estrellas","","0","12.5 KG"
"R33RUU1PDU93Q9","Joh","He probado varios tipos de arena y esta es la que mas me ha gustado, la probé con un solo gatito y con otras arenas desprendía olor al hacer sus necesidades y ahora con esta arena fancy pets no me doy cuenta de que ya hizo alguna necesidad porque no huele nada, además aglutina bastante bien.. me urgía encontrar algo así, ya que mi gato por su leucemia lo tengo encerrado en un cuarto y antes el aroma era fuerte, hoy ya no me preocupo por eso :D ¡super recomendada!","Revisado en México el 5 de enero de 2024","No huele!!","5.0 de 5 estrellas","","0","12.5 KG"
"R239XAOM53895C","Carlos C.","Aglutina muy bien y guarda olores","Revisado en México el 5 de diciembre de 2024","Buenas arena","4.0 de 5 estrellas","","0","12.5 KG"
