"id","profileName","text","date","title","rating","images","helpful","variant:tamaño","variant:nombre del estilo"
"R3PUS2HFFRY941","Andres Esparza","No aglutina ni elimina el olor como en marca en la publicidad pero funciona bien","Revisado en México el 11 de diciembre de 2025","Si si pero no","4.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R3VOMXR0YCFBMT","Flor Avila","Seca bien las heces pero no aglutina bien la orina. Se deshacen los terrones al recogerlo. Es una arena gruesa y maneja el olor por unos 5 días máximo. Despues de ese tiempo ya parece que fuera arena de construcción en lo que se refiere a manejo de malos olores.","Revisado en México el 9 de diciembre de 2025","No es la mejor","3.0 de 5 estrellas","","0","7.7 Kg","Arena"
"RN1OAGJRT58S0","Cinthia","no aglutina bien, se deshacen los terrones","Revisado en México el 8 de diciembre de 2025","no aglutina bien","3.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R16YJ9QTQLXLNN","Victor Gasca","Es de calidad, aglutina bien y no tiene olor, sin embargo los orines si es un poco dificil de manejar, pero por el precio si lo volvere a comprar","Revisado en México el 8 de diciembre de 2025","muy buena","5.0 de 5 estrellas","","0","3.3 Kg","Arena"
"RUD1MZQQ4R75O","Deysi herrera Gonzalez","Amo esta arena es la mejor","Revisado en México el 8 de diciembre de 2025","Buena calidad","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"RMQDFV0OUWCQ8","Amazon Customer","No me gustó, tiene muchísimo polvo me provocó alergia. Ya que amanecía muy congestionada, ronca, picor en la garganta y fue la arma ya que mi gato se queda conmigo en mi cuarto. No me había pasado con otra arena. Yo, no lo recomiendo 😢","Revisado en México el 7 de diciembre de 2025","Tiene mucho polvo","1.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R21NVK45NSMKYQ","Rodrigo","Barata y sirve para los michis","Revisado en México el 5 de diciembre de 2025","Calidad precio","5.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R3C4QSHLJPP27N","Alejandra N. S.","Buena","Revisado en México el 3 de diciembre de 2025","Buena","5.0 de 5 estrellas","","0","3.3 Kg (Paquete de 2)","Arena"
"R21ZW2DT7EFXTE","Eduardo","Excelente absorción y no hace que huela fea, de hecho el olor a lavanda se percibe aún antes de limpiar el arenero.","Revisado en México el 2 de diciembre de 2025","EXCELENTE AROMA Y AGLUTINAMIENTO","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"RF5BUQJHIBZB2","Miriam","Neutraliza muy bien los olores, de las mejores arenas que he comprado a un buen precio","Revisado en México el 30 de noviembre de 2025","Aglutina muy bien","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R3F301B82OHKYJ","Alma francisca","Excelente compra de verdad muy buena arena si quita los olores y eso que tengo muchos gatos","Revisado en México el 27 de noviembre de 2025","Buen producto","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R1T5HXI1RFDEA1","Alejandra Jannet Blancas García","Es una arena con excelente relación precio- calidad, aglutina muy bien, dura bastante & mantiene el lugar libre de olores hasta por 8 días, después de esto ya comienza a percibirse ligeramente el aroma, si intentas limpiar la pipí y aún está muy fresca se puede deshacer, de ahí en fuera es excelente.","Revisado en México el 25 de noviembre de 2025","Excelente arena con excelente calidad y precio","5.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R4RCDNDT40P61","ANAHIS CISNEROS","No lo recomiendo, el producto no es fabricado de bambu en su totalidad, la parte del fondo es una madera delgada y chafa forrada con un papel que simula ser bambu","Revisado en México el 24 de noviembre de 2025","NO LO RECOMIENDO","1.0 de 5 estrellas","","0","7.7 Kg","Arena"
"RX6SI70J7CSGI","Olivia Guzman","Aglutina súper bien.","Revisado en México el 20 de noviembre de 2025","Buen producto","5.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R3E3L5CLSHDV4K","ROSA LIMONES","Buena arena, Tengo 6 gatos y no hay olor desagradable, precio y calidad","Revisado en México el 20 de noviembre de 2025","BUENA ARENA","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R3SF9BM30PNBVZ","Ilse yazmin navarro alvarez","No lo recomiendo, no aglutina casi nada y si tu gatito hace en el fondo del arenero al momento de despegar los terrones se desmoronan todos y se riega toda la arena con pipi, no la compren es pésima","Revisado en México el 19 de noviembre de 2025","No aglutina","1.0 de 5 estrellas","","0","7.7 Kg","Arena"
"RINI63Y26E4PI","Delia Nava Abundis","Arena económica y buena. Si gelatina y si elimina olores","Revisado en México el 19 de noviembre de 2025","Muy buena","5.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R1JVXGAQDG55BQ","Sergio Caballero","No me deja pedir, me dice que hay un límite de 2 por cliente, tengo 37 gatos que realmente les gusta esta arena, cómo puedo conseguir más? 15 o 20?","Revisado en México el 19 de noviembre de 2025","Muy buena, absorbe bien y no huele","5.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R3S1BPRIM89OM8","Karla De León","Pues supongo que por el precio está “bien” pero le pongo una estrella porque no dura :( hay que cambiarla súper seguido porque si se junta mucha Pipi se pone toda dura y ya no es cómodo usar la arena así para los gatos :/ yo diría cómprala si andas corto de dinero está bien por el precio pero no sería una arena que volvería a comprar la verdad","Revisado en México el 19 de noviembre de 2025","No recomiendo","1.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R1ERIFXDGYQH29","Danarely Garduño","La arena aglutina muy bien y aparte el aroma que tiene a lavanda ayuda ha evitar malos olores no despide polvo lo cual el muy bueno","Revisado en México el 19 de noviembre de 2025","Aglutina bien","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R7BJET1XUUXOW","Erik Arturo Chi Ceh","Pésimo producto, no se aglutina bien las heces y la orina de mis gatitos, se termina esparciendo la orina en gran medida.","Revisado en México el 18 de noviembre de 2025","Mal aglutinante","2.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R1JNH2ADAIMITU","Wendy Reynoso","Recién la probé porque no he podido comprar la otra premium de la misma marca, sin embargo esta aglutina aun mejor , lo único es que me gustaría poder comprar mas ya que tengo 6 gatos en casa y por ende necesito tener los areneros co. suficiente cantidad para ellos","Revisado en México el 17 de noviembre de 2025","Excelente","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R1L1IGEG593L5K","Cliente de Kindle","Muy buena, agradable aroma y buena calidad.","Revisado en México el 16 de noviembre de 2025","Excelente","5.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R3UW2ZIY46GECF","Fernando De Velasco","Hace muy bien las bolitas de arena y eso genera que dure más tiempo en buen estado el resto de la arena, y hace más fácil limpiar el arenero.","Revisado en México el 14 de noviembre de 2025","Arena con buen aglutinante y aroma fresco.","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R1R3J4ZAXE5ZR7","KATHY DELEON","Muy mala arena, los terrones no se logran sacar porque se desbarata, aparte de que las patitas de los gatitos se maltratan porque es muy rústica, muy mala arena","Revisado en México el 12 de noviembre de 2025","Muy mala arena","1.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R3VGXIVNZQO1GG","Jennifer Verdugo","Execelente. Tiene un buen aroma, no se percibe el olor al popo o pipí","Revisado en México el 12 de noviembre de 2025","Excelente compra","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R3QEM4GJSXBKVU","Esbeide Stefanoni","Me funciona muy bien para varios gatos","Revisado en México el 10 de noviembre de 2025","Funciona bien para múltiples gatos","5.0 de 5 estrellas","","0","3.3 Kg (Paquete de 2)","Arena"
"R16SZATFBG9FIQ","Elizabeth Rueda","Buen producto","Revisado en México el 9 de noviembre de 2025","Buen producto","5.0 de 5 estrellas","","0","3.3 Kg","Arena"
"RIKFFX3OEHE2J","Carmen","Buen producto","Revisado en México el 7 de noviembre de 2025","Buen producto","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R4Y32N8MC488","Cliente Amazon","me llego roto pegada la bolsa con cinta","Revisado en México el 4 de noviembre de 2025","bolsa rota","1.0 de 5 estrellas","","0","3.3 Kg","Arena"
"RSMXQ99UL2R0B","Elias","La mejor arena, buen producto y recibido rápido en tiempo y forma","Revisado en México el 3 de noviembre de 2025","Arena gatos","5.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R32J8WGGAGUGWF","Luz María Montoya Reyes","Está excelente está arena, absorve muy bien los olores y su olor lavanda ayuda a qué no sea tan intenso el olor de la orina, lo recomiendo al 💯","Revisado en México el 1 de noviembre de 2025","Excelente producto","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R36ROQPLJG770X","indira dalinka","Está demasiado triturado, por no decir que tiene mucho polvo.","Revisado en México el 31 de octubre de 2025","Polvo","2.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R1IZ10LK010FPM","Ariadna Medina","Huele muy bien un cumple su función. Aglutina bien y dura bastante limpiando el arenero de forma diaria.","Revisado en México el 29 de octubre de 2025","Funcional.","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"RGCCYQKR849EL","MaNelly Villegas","Muy buena opción y sí cumple, mantiene el aroma y no deja salir los malos olores. Aglutina bien.","Revisado en México el 29 de octubre de 2025","Buen producto","5.0 de 5 estrellas","https://m.media-amazon.com/images/I/7123zU1OteL.jpg","0","7.7 Kg","Arena"
"R3CTFB8NSF786N","-BSG","He probado muchas arenas, esta les gustó a mis gatitos, casi no genera polvo, oculta bien los olores y forma terrones bastante rápido.","Revisado en México el 28 de octubre de 2025","Buena.","4.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R1BPQRIKAS92CB","Buen producto y bonito gracias","Es buena arena para mi gatita sí le funciona bien","Revisado en México el 28 de octubre de 2025","Mi gata feliz","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"RHIB53Z5CAQ56","Soraima Escobar","La arena que más me ha funcionado, neutraliza mucho los olores con las perlas, aglutina muy bien, lo único malo es que si no la cambias con frecuencia el terrón de la pipí se puede deshacer de que utilizan nuevamente su arenero, no suelta casi nada de polvo.
La seguiré comprando.","Revisado en México el 28 de octubre de 2025","Excelente producto.","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R36CPCKTAMM8V4","Paola","Esta arena me gustó mucho, aglutina bien la pipí, es rendidora, lastima que subiera de precio la quería volver a comprar ojalá regresará al precio anterior......","Revisado en México el 25 de octubre de 2025","Está arena es rendidora","4.0 de 5 estrellas","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","0","3.3 Kg","Arena"
"R1729GDPT317W8","MARINA ALCANTAR","ENTREGA ANTICIPADA, LO RECOMINDO","Revisado en México el 21 de octubre de 2025","LO RECOMIENDO","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"RGKO595MCHS7A","Karla","Llegaron rotas","Revisado en México el 17 de octubre de 2025","Rotas","1.0 de 5 estrellas","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","0","3.3 Kg","Arena"
"R3U80LZO9P9OKL","Omar","Muy buena arena, rinde mucho","Revisado en México el 15 de octubre de 2025","Muy buena","4.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R2PG5X4YLETFF1","Javoman","Muy buena arena para gato a un excelente precio!","Revisado en México el 5 de octubre de 2025","Muy buen artículo para gatos sin duda alguna!","5.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R3FV59B1PUH6IH","Janis","Excelente arena, me encantó porque ayuda mucho a inhibir los aromas","Revisado en México el 2 de octubre de 2025","Buena arena","5.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R1ZKW7T8WTGLCC","Oscar Kruspe","La bolsa venía rota y la arena regada por todo el paquete","Revisado en México el 1 de octubre de 2025","Bolsa rota","1.0 de 5 estrellas","https://m.media-amazon.com/images/I/71TZLxEOUfL.jpg","0","3.3 Kg","Arena"
"R2T2IFYEA13BPM","Ana","Me gustó","Revisado en México el 30 de septiembre de 2025","Buen producto","5.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R21AWD9JMQ8AJF","Victor","Es una buena arena pero es una tonteria que el limite de compra sea solo de dos bolsas, cuando tengo 3 gatos, que mal idea de negocio","Revisado en México el 30 de septiembre de 2025","Molesto limite de compra","3.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R2XIBEAACM3ZXC","J. Antonio Coral","Me gusta que no produce casi polvo pero lo aglutinado al intentar sacarlo se deshace una buena parte. El olor es ligeramente químico pero no desagradable.","Revisado en México el 28 de septiembre de 2025","Muy poco polvo","4.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R5OU2U5C5I95V","Carlos","Muy buen producto.","Revisado en México el 28 de septiembre de 2025","Excelente","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R2NVWNJ94Q9OM7","Josue","Buen producto, es una arena de buena calidad y económica.","Revisado en México el 28 de septiembre de 2025","Buen producto","5.0 de 5 estrellas","","0","3.3 Kg (Paquete de 2)","Arena"
"ROI4UP6EPHWAO","Ariadna","La bolsa vino rota..","Revisado en México el 25 de septiembre de 2025","Vino roto","1.0 de 5 estrellas","https://images-na.ssl-images-amazon.com/images/G/01/x-locale/common/grey-pixel.gif","0","3.3 Kg","Arena"
"R7VW83FQEL6H","Fátima Acevedo Jiménez","Buena calidad precio","Revisado en México el 24 de septiembre de 2025","Excelente calidad y olor","5.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R1JY7AX8NSOHO2","Miguel Espinosa","Pésima calidad, no se que le cambiaron, pero la arena ya no aglutina nada","Revisado en México el 21 de septiembre de 2025","No aglutina","1.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R14LWHWO7N2SZ5","Ramón Alejandro estrada ahumada","La arena me parece bien, pero ahora ya no me deja comprar. Me pone un límite de dos bolsas y ahora no me deja comprar ninguna, siendo que compré el mes pasado.","Revisado en México el 20 de septiembre de 2025","TE LIMITA LA COMPRA","3.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R1QZCPUW8BDVXU","Mar Ochoa","Esta arena es buenísima pero nunca entiendo al vendedor, tengo 4 gatos, ¿Por qué solo me deja comprar 2 bolsas de arena cada cierto tiempo? Evidentemente esa cantidad de arena no me alcanza y tengo que esperar a que el vendedor me deje comprar otra vez, mientras tanto tengo que comprar arena de otros lados que no me sirven, para que mis gatos no se queden sin nada.

Ojalá nos dejaran comprar más bolsas seguido.","Revisado en México el 18 de septiembre de 2025","Más bolsas de arena","3.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R2BE5LXIOBDXK","Samantha Cordero","La arena llegó mojada. Ya no era blanca, había cambiado de color a un morado/rosa y estaba pegada. La tuve que tirar.","Revisado en México el 15 de septiembre de 2025","Llegó mojada, ya no servía","1.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R25I7I5MQ56UFQ","Eve Zam","Amo esta arena buen olor buena consistencia buen precio","Revisado en México el 14 de septiembre de 2025","La mejorts","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"RAY7GP56D7IGN","Alizze Valeria","Llevo usandolo solo un dia pero por ahora promete lo que dice.","Revisado en México el 11 de septiembre de 2025","👍","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R1OXXSP7FIHW32","Rick","Desprende mucho polvo
Poco aglutinante
Olor medio raro","Revisado en México el 10 de septiembre de 2025","Obtienes lo que pagas","3.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R1KYV0GDNQS9EG","LluviaGuevara","Es la mejor arena que eh utilizado, me gusta que aglutina muy bien el orín de mis gatos, la recomiendo muchísimo","Revisado en México el 7 de septiembre de 2025","De muy buena calidad","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R1804BWO97QSIN","roberto palacios","La verdad no absorve para nada el olor x el precio sigue siendo mucho mejor la marca propia de un supermercado","Revisado en México el 7 de septiembre de 2025","Nada recomendable","1.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R2B565GTK85QFL","Nancy","Horrible arena, es la peor que he comprado
No aglutina bien y cuando estaba limpiando los terrones se deshacen y entonces se fue apestando horrible mi arenero, de plano saqué toda la arena del arenero para tirarla a la basura xq mis gatos ya no querían hacer ahí de lo horrible que olía","Revisado en México el 7 de septiembre de 2025","Horrible arena","1.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R1O1D1MCZXFVDR","Olga karen Camarillo Montero","La compré porque leí muy buenos comentarios pero la vdd es que es horrible, no ayuda para nada en mantener el olor de la orina encapsulada, huele horrible, no dura ni 1 día sin oler feo, no cubre ma popo la deja solo como con arena muy fina pero no cubre el olor cuando el gato acaba de hacer popo, tengo dos gatos y la verdad es que buscaré otra opción porque esta fue la peor de todas las que hemos probado!","Revisado en México el 26 de agosto de 2025","No cubre olores","1.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R1JIC0NND2JUEE","JuLiana Cordova","La verdad ha funcionado muy bien, dura mucho y huele rico, apesar de que en algún momento tiene pipi y popo de gato. Si limpias constantemente el arenero te puede durar bastante. Esta a muy buen precio y la recomiendo mucho!!","Revisado en México el 23 de agosto de 2025","Excelente arena!","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R3U5VN72AR7IRI","Alma Lorena Paniagua gomez","Me gusta esta arena","Revisado en México el 21 de agosto de 2025","Muy económica","5.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R2ILLLLS9NPJXA","Cindy Bianey Fonseca González","Es una excelente arena! Lo único malo es que no me deja pedir muchas unidades o en este momento ya no me deja pedir. Tengo varios gatos y por eso pido seguido","Revisado en México el 20 de agosto de 2025","Cantidad de las unidades","4.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R2X2WHJ5K72WV9","Cliente de Amazon","Si retiene bien los olores.
No causa tanta alergia como otras marcas.","Revisado en México el 18 de agosto de 2025","Excelente producto.","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R3MTSC08KDBF6T","Mario GP","Excelente","Revisado en México el 17 de agosto de 2025","Excelente","5.0 de 5 estrellas","","0","3.3 Kg","Arena"
"R3HPXXIQ1EHFQ4","Lizbeth Farfán","No trae las perlitas moradas que hacían que oliera muy rico, no entiendo por qué","Revisado en México el 12 de agosto de 2025","No trae perlas de olor","3.0 de 5 estrellas","","0","7.7 Kg","Arena"
"RB8BTZJ8ETG7R","Alfredo J.","Siento que esta marca antes era mejor y tenía mejor eficiencia para controlar olores, ahora la tuve que combinar con otra","Revisado en México el 11 de agosto de 2025","REGULAR","3.0 de 5 estrellas","","0","7.7 Kg","Arena"
"R3MC4ZQ7Z5H7NN","Luis","Aglutina, mantiene un buen olor. Mi gato le gusta. No sé desperdicia","Revisado en México el 9 de agosto de 2025","Aglutina y buen olor","5.0 de 5 estrellas","","0","7.7 Kg","Arena"
